物件名,住所,最寄り駅,築年数,価格,間取り,面積,バルコニーの広さ,都県,市区,築年月数,価格(万円),不動産単価（万／坪）,路線,駅名,緯度,経度
白金タワー,東京都港区白金１,東京メトロ南北線「白金高輪」徒歩1分,2005年9月,290000000.0,1LDK+S（納戸）,75.95,7.95,東京,港,243,29000.0,1260,東京メトロ南北線,白金高輪,35.6449583,139.7339083
パークコート赤坂ザタワー,東京都港区赤坂４,東京メトロ銀座線「青山一丁目」徒歩8分,2009年6月,290000000.0,2LDK,68.61,5.79,東京,港,198,29000.0,1395,東京メトロ銀座線,青山一丁目,35.6748007,139.7339083
パークコート赤坂ザタワー,東京都港区赤坂４,東京メトロ千代田線「赤坂」徒歩8分,2009年6月,290000000.0,2LDK,68.61,5.79,東京,港,198,29000.0,1395,東京メトロ千代田線,赤坂,35.6748007,139.7339083
パークコート赤坂ザタワー,東京都港区赤坂４,東京メトロ千代田線「赤坂」徒歩8分,2009年6月,290000000.0,2LDK,68.61,5.79,東京,港,198,29000.0,1395,東京メトロ千代田線,赤坂,35.6748007,139.7339083
白金タワー,東京都港区白金１,東京メトロ南北線「白金高輪」徒歩1分,2005年9月,290000000.0,1LDK+S（納戸）,75.95,7.95,東京,港,243,29000.0,1260,東京メトロ南北線,白金高輪,35.6449583,139.7339083
芝浦アイランドケープタワー,東京都港区芝浦４,ＪＲ山手線「田町」徒歩12分,2006年10月,290000000.0,3LDK+S（納戸）,101.48,10.08,東京,港,230,29000.0,943,ＪＲ山手線,田町,35.6400662,139.7460429
ワテラス 　タワーレジデンス,東京都千代田区神田淡路町２,東京メトロ千代田線「新御茶ノ水」徒歩6分,2013年2月,290000000.0,2LDK+S（納戸）,57.94,13.0,東京,千代田,154,29000.0,1652,東京メトロ千代田線,新御茶ノ水,35.6971459,139.7674443
パークコート赤坂ザ・タワー,東京都港区赤坂４,東京メトロ千代田線「赤坂」徒歩8分,2009年6月,290000000.0,2LDK,68.61,5.79,東京,港,198,29000.0,1395,東京メトロ千代田線,赤坂,35.6748007,139.7339083
パークコート赤坂ザタワー,東京都港区赤坂４,東京メトロ千代田線「赤坂」徒歩8分,2009年6月,290000000.0,2LDK,68.61,5.79,東京,港,198,29000.0,1395,東京メトロ千代田線,赤坂,35.6748007,139.7339083
白金タワー,東京都港区白金１,東京メトロ南北線「白金高輪」徒歩1分,2005年9月,292000000.0,1LDK+S（納戸）,75.95,7.95,東京,港,243,29200.0,1269,東京メトロ南北線,白金高輪,35.6449583,139.7339083
白金タワー,東京都港区白金１,東京メトロ南北線「白金高輪」徒歩1分,2005年9月,292000000.0,1LDK,75.95,7.95,東京,港,243,29200.0,1269,東京メトロ南北線,白金高輪,35.6449583,139.7339083
白金タワータワー棟,東京都港区白金１,東京メトロ南北線「白金高輪」徒歩1分,2005年9月,292000000.0,1LDK,75.95,7.95,東京,港,243,29200.0,1269,東京メトロ南北線,白金高輪,35.6449583,139.7339083
白金タワー,東京都港区白金１,都営三田線「白金高輪」徒歩1分,2005年9月,292000000.0,1LDK+S（納戸）,75.95,7.95,東京,港,243,29200.0,1269,都営三田線,白金高輪,35.6449583,139.7339083
白金タワー,東京都港区白金１,東京メトロ南北線「白金高輪」徒歩1分,2005年9月,292000000.0,1LDK+S（納戸）,75.95,7.95,東京,港,243,29200.0,1269,東京メトロ南北線,白金高輪,35.6449583,139.7339083
白金タワー,東京都港区白金１,東京メトロ南北線「白金高輪」徒歩1分,2005年9月,292000000.0,1LDK+S（納戸）,75.95,7.95,東京,港,243,29200.0,1269,東京メトロ南北線,白金高輪,35.6449583,139.7339083
白金タワー,東京都港区白金１,都営三田線「白金高輪」徒歩1分,2005年9月,292000000.0,1LDK+S（納戸）,75.95,7.95,東京,港,243,29200.0,1269,都営三田線,白金高輪,35.6449583,139.7339083
白金タワー,東京都港区白金１,東京メトロ南北線「白金高輪」徒歩1分,2005年9月,292000000.0,1LDK+S（納戸）,75.95,7.95,東京,港,243,29200.0,1269,東京メトロ南北線,白金高輪,35.6449583,139.7339083
白金タワー,東京都港区白金１,都営三田線「白金高輪」徒歩1分,2005年9月,292000000.0,1LDK+S（納戸）,75.95,7.95,東京,港,243,29200.0,1269,都営三田線,白金高輪,35.6449583,139.7339083
白金タワー　タワー棟,東京都港区白金１,東京メトロ南北線「白金高輪」徒歩1分,2005年9月,292000000.0,1LDK+S（納戸）,75.95,7.95,東京,港,243,29200.0,1269,東京メトロ南北線,白金高輪,35.6449583,139.7339083
MID TOWER GRAND,東京都中央区月島１,東京メトロ有楽町線「月島」徒歩2分,2020年10月,294000000.0,2LDK,75.23,17.86,東京,中央,62,29400.0,1290,東京メトロ有楽町線,月島,35.6644207,139.7824618
シティタワー麻布十番,東京都港区三田１,都営大江戸線「赤羽橋」徒歩5分,2009年6月,295000000.0,1LDK,55.7,5.52,東京,港,198,29500.0,1748,都営大江戸線,赤羽橋,35.6537721,139.741572
パークコート六本木ヒルトップ,東京都港区六本木１,東京メトロ南北線「六本木一丁目」徒歩2分,2012年8月,295000000.0,1LDK,45.18,9.03,東京,港,160,29500.0,2155,東京メトロ南北線,六本木一丁目,35.6647384,139.7402946
シティタワー麻布十番,東京都港区三田１,東京メトロ南北線「麻布十番」徒歩5分,2009年6月,295000000.0,1LDK,55.7,5.52,東京,港,198,29500.0,1748,東京メトロ南北線,麻布十番,35.6537721,139.741572
パークタワー西新宿,東京都新宿区西新宿５,都営大江戸線「西新宿五丁目」徒歩6分,2024年11月,295000000.0,3LDK,80.7,18.49,東京,新宿,13,29500.0,1206,都営大江戸線,西新宿五丁目,35.6948318,139.6866706
シティタワー麻布十番,東京都港区三田１,東京メトロ南北線「麻布十番」徒歩5分,2009年6月,295000000.0,1LDK,55.7,5.52,東京,港,198,29500.0,1748,東京メトロ南北線,麻布十番,35.6537721,139.741572
シティタワー麻布十番,東京都港区三田１,都営大江戸線「麻布十番」徒歩5分,2009年6月,295000000.0,1LDK,55.7,5.52,東京,港,198,29500.0,1748,都営大江戸線,麻布十番,35.6537721,139.741572
パークコート六本木ヒルトップ,東京都港区六本木１,東京メトロ南北線「六本木一丁目」徒歩2分,2012年8月,295000000.0,1LDK,45.18,9.03,東京,港,160,29500.0,2155,東京メトロ南北線,六本木一丁目,35.6647384,139.7402946
シティータワー麻布十番,東京都港区三田１,東京メトロ南北線「麻布十番」徒歩5分,2009年6月,295000000.0,1LDK,55.7,5.52,東京,港,198,29500.0,1748,東京メトロ南北線,麻布十番,35.6537721,139.741572
ワールドタワーレジデンス,東京都港区浜松町２,ＪＲ山手線「浜松町」徒歩2分,2024年11月,295000000.0,2LDK,55.46,10.71,東京,港,13,29500.0,1755,ＪＲ山手線,浜松町,35.6548149,139.7556247
シティタワー麻布十番,東京都港区三田１-6-3,東京メトロ南北線「麻布十番」徒歩5分,2009年6月,295000000.0,1LDK,55.7,5.52,東京,港,198,29500.0,1748,東京メトロ南北線,麻布十番,35.6541969,139.740574
麻布台ヒルズレジデンスB棟,東京都港区麻布台１,東京メトロ南北線「六本木一丁目」徒歩1分,2025年11月,295000000.0,1K,32.68,0.0,東京,港,1,29500.0,2979,東京メトロ南北線,六本木一丁目,35.6619304,139.7390173
ＷＯＲＬＤ　ＴＯＷＥＲ　ＲＥＳＩＤＥＮＣＥ,東京都港区浜松町２,ＪＲ山手線「浜松町」徒歩2分,2024年11月,295000000.0,2LDK,55.46,10.71,東京,港,13,29500.0,1755,ＪＲ山手線,浜松町,35.6548149,139.7556247
WORLD TOWER RESIDENCE,東京都港区浜松町２,都営大江戸線「大門」徒歩4分,2024年11月,295000000.0,2LDK,55.46,10.71,東京,港,13,29500.0,1755,都営大江戸線,大門,35.6548149,139.7556247
シティタワー麻布十番,東京都港区三田１,東京メトロ南北線「麻布十番」徒歩5分,2009年6月,295000000.0,1LDK,55.7,5.52,東京,港,198,29500.0,1748,東京メトロ南北線,麻布十番,35.6537721,139.741572
パークタワー勝どきミッド,東京都中央区勝どき４,都営大江戸線「勝どき」徒歩1分,2023年8月,295000000.0,2LDK,74.88,18.81,東京,中央,28,29500.0,1300,都営大江戸線,勝どき,35.6572676,139.7760709
シティタワー麻布十番,東京都港区三田１,東京メトロ南北線「麻布十番」徒歩5分,2009年6月,295000000.0,1LDK,55.7,5.52,東京,港,198,29500.0,1748,東京メトロ南北線,麻布十番,35.6537721,139.741572
赤坂タワーレジデンス　トップ　オブ　ザ　ヒル,東京都港区赤坂２,東京メトロ千代田線「赤坂」徒歩5分,2008年4月,295000000.0,1LDK+S（納戸）,66.13,11.04,東京,港,212,29500.0,1472,東京メトロ千代田線,赤坂,35.6711124,139.7390173
パークタワー西新宿,東京都新宿区西新宿５,都営大江戸線「西新宿五丁目」徒歩6分,2024年11月,295000000.0,3LDK,80.7,18.49,東京,新宿,13,29500.0,1206,都営大江戸線,西新宿五丁目,35.6948318,139.6866706
シティタワー麻布十番,東京都港区三田１,東京メトロ南北線「麻布十番」徒歩5分,2009年6月,295000000.0,1LDK,55.7,5.52,東京,港,198,29500.0,1748,東京メトロ南北線,麻布十番,35.6537721,139.741572
シティタワー麻布十番,東京都港区三田１-6-3,都営大江戸線「麻布十番」徒歩5分,2009年6月,295000000.0,1LDK,55.7,5.52,東京,港,198,29500.0,1748,都営大江戸線,麻布十番,35.6541969,139.740574
パークタワー西新宿,東京都新宿区西新宿５,都営大江戸線「西新宿五丁目」徒歩6分,2024年11月,295000000.0,3LDK,80.7,0.0,東京,新宿,13,29500.0,1206,都営大江戸線,西新宿五丁目,35.6948318,139.6866706
パークタワー西新宿,東京都新宿区西新宿５,都営大江戸線「西新宿五丁目」徒歩6分,2024年11月,295000000.0,3LDK,80.7,1.0,東京,新宿,13,29500.0,1206,都営大江戸線,西新宿五丁目,35.6948318,139.6866706
シティタワー麻布十番,東京都港区三田１,東京メトロ南北線「麻布十番」徒歩5分,2009年6月,296000000.0,2LDK,59.17,6.0,東京,港,198,29600.0,1651,東京メトロ南北線,麻布十番,35.6537721,139.741572
シティタワー麻布十番,東京都港区三田１,東京メトロ南北線「麻布十番」徒歩5分,2009年6月,296000000.0,2LDK,59.17,6.0,東京,港,198,29600.0,1651,東京メトロ南北線,麻布十番,35.6537721,139.741572
シティタワー麻布十番,東京都港区三田１,東京メトロ南北線「麻布十番」徒歩5分,2009年6月,296000000.0,2LDK,59.17,6.0,東京,港,198,29600.0,1651,東京メトロ南北線,麻布十番,35.6537721,139.741572
シティタワー麻布十番,東京都港区三田１,東京メトロ南北線「麻布十番」徒歩5分,2009年6月,296000000.0,2LDK,59.17,6.0,東京,港,198,29600.0,1651,東京メトロ南北線,麻布十番,35.6537721,139.741572
富久クロスコンフォートタワー,東京都新宿区富久町,東京メトロ丸ノ内線「新宿御苑前」徒歩7分,2015年4月,296800000.0,2LDK,81.79,8.92,東京,新宿,128,29680.0,1198,東京メトロ丸ノ内線,新宿御苑前,35.6934999,139.7147533
芝浦アイランドグローヴタワー,東京都港区芝浦４,ＪＲ山手線「田町」徒歩8分,2006年11月,297000000.0,2LDK,98.52,7.07,東京,港,229,29700.0,995,ＪＲ山手線,田町,35.6400662,139.7460429
パークタワー勝どきサウス,東京都中央区勝どき４,都営大江戸線「勝どき」徒歩2分,2023年8月,298000000.0,3LDK,92.88,11.3,東京,中央,28,29800.0,1059,都営大江戸線,勝どき,35.6572676,139.7760709
クラッシィタワー新宿御苑,東京都新宿区四谷４,東京メトロ丸ノ内線「新宿御苑前」徒歩4分,2024年11月,298000000.0,3LDK,79.14,14.91,東京,新宿,13,29800.0,1243,東京メトロ丸ノ内線,新宿御苑前,35.6894241,139.7160301
ドゥ・トゥールWEST棟,東京都中央区晴海３,都営大江戸線「勝どき」徒歩5分,2015年9月,298000000.0,3LDK,100.9,7.15,東京,中央,123,29800.0,975,都営大江戸線,勝どき,35.6548467,139.7786272
アトラスタワー白金レジデンシャル,東京都港区白金１,東京メトロ南北線「白金高輪」徒歩3分,2023年7月,298000000.0,3LDK,77.15,17.19,東京,港,29,29800.0,1275,東京メトロ南北線,白金高輪,35.6449583,139.7339083
シティタワー新宿,東京都新宿区西新宿５-2-1,東京メトロ丸ノ内線「西新宿」徒歩8分,2023年2月,298000000.0,2LDK,83.79,23.36,東京,新宿,34,29800.0,1174,東京メトロ丸ノ内線,西新宿,35.6951153,139.6870077
パークコート浜離宮ザ・タワー,東京都港区浜松町１,ＪＲ山手線「浜松町」徒歩5分,2019年2月,298000000.0,2LDK,62.4,19.8,東京,港,82,29800.0,1576,ＪＲ山手線,浜松町,35.658259,139.7556247
東京ツインパークス　ライトウイング,東京都港区東新橋１,都営大江戸線「汐留」徒歩3分,2002年9月,298000000.0,2LDK,76.68,7.68,東京,港,279,29800.0,1282,都営大江戸線,汐留,35.664582,139.7613745
ドゥ・トゥール　WEST棟,東京都中央区晴海３,都営大江戸線「勝どき」徒歩5分,2015年9月,298000000.0,3LDK,100.9,7.15,東京,中央,123,29800.0,975,都営大江戸線,勝どき,35.6548467,139.7786272
富久クロスコンフォートタワー,東京都新宿区富久町,東京メトロ丸ノ内線「新宿御苑前」徒歩7分,2015年4月,298000000.0,2LDK,70.4,3.49,東京,新宿,128,29800.0,1397,東京メトロ丸ノ内線,新宿御苑前,35.6934999,139.7147533
シティタワーズ東京ベイ  イーストタワー,東京都江東区有明２,新交通ゆりかもめ「有明」徒歩7分,2019年7月,298000000.0,2LDK,109.83,44.79,東京,江東,77,29800.0,895,新交通ゆりかもめ,有明,35.6388488,139.7946064
ドゥトゥール　ウエスト,東京都中央区晴海３,都営大江戸線「勝どき」徒歩5分,2015年9月,298000000.0,3LDK,100.9,0.0,東京,中央,123,29800.0,975,都営大江戸線,勝どき,35.6548467,139.7786272
ブリリアタワー池袋,東京都豊島区南池袋２,東京メトロ有楽町線「東池袋」徒歩1分,2015年3月,298000000.0,3LDK,84.01,20.53,東京,豊島,129,29800.0,1171,東京メトロ有楽町線,東池袋,35.7261268,139.7160301
ドゥトゥールW,東京都中央区晴海３-13-2,都営大江戸線「勝どき」徒歩5分,2015年9月,298000000.0,3LDK,100.9,7.15,東京,中央,123,29800.0,975,都営大江戸線,勝どき,35.6548188,139.777263
パークコート浜離宮ザタワー,東京都港区浜松町１,都営大江戸線「大門」徒歩5分,2019年2月,298000000.0,2LDK,60.69,15.72,東京,港,82,29800.0,1620,都営大江戸線,大門,35.658259,139.7556247
ＷＯＲＬＤ　ＴＯＷＥＲ　ＲＥＳＩＤＥＮＣＥ,東京都港区浜松町２,ＪＲ山手線「浜松町」徒歩2分,2024年11月,298000000.0,2LDK,54.8,10.59,東京,港,13,29800.0,1795,ＪＲ山手線,浜松町,35.6548149,139.7556247
セントラルレジデンス新宿シティタワー,東京都新宿区西新宿７,ＪＲ山手線「新宿」徒歩10分,2001年12月,298000000.0,3LDK,108.24,17.26,東京,新宿,288,29800.0,909,ＪＲ山手線,新宿,35.6963255,139.6975192
ザ・パークハウス西麻布レジデンス,東京都港区西麻布４,東京メトロ日比谷線「広尾」徒歩6分,2014年5月,298000000.0,2LDK+S（納戸）,72.4,5.66,東京,港,139,29800.0,1358,東京メトロ日比谷線,広尾,35.6581991,139.7211376
赤坂タワーレジデンストップオブザヒル,東京都港区赤坂２-17-50,東京メトロ千代田線「赤坂」徒歩5分,2008年4月,298000000.0,2LDK,71.07,14.57,東京,港,212,29800.0,1384,東京メトロ千代田線,赤坂,35.6698122,139.7384585
ワテラスタワーレジデンス,東京都千代田区神田淡路町２,ＪＲ中央線「御茶ノ水」徒歩4分,2013年2月,298000000.0,2LDK,60.0,12.8,東京,千代田,154,29800.0,1639,ＪＲ中央線,御茶ノ水,35.6971459,139.7674443
ＷＯＲＬＤ　ＴＯＷＥＲ　ＲＥＳＩＤＥＮＣＥ,東京都港区浜松町２,ＪＲ山手線「浜松町」徒歩2分,2024年11月,298000000.0,2LDK,53.37,16.14,東京,港,13,29800.0,1843,ＪＲ山手線,浜松町,35.6548149,139.7556247
パークコート浜離宮ザ・タワー,東京都港区浜松町１,都営浅草線「大門」徒歩5分,2019年2月,298000000.0,1LDK,54.7,14.1,東京,港,82,29800.0,1798,都営浅草線,大門,35.658259,139.7556247
シティタワーズ東京ベイ　イーストタワー,東京都江東区有明２,りんかい線「国際展示場」徒歩8分,2019年7月,298000000.0,2LDK,109.83,44.79,東京,江東,77,29800.0,895,りんかい線,国際展示場,35.6388488,139.7946064
ブランズタワー豊洲,東京都江東区豊洲５,東京メトロ有楽町線「豊洲」徒歩5分,2021年10月,298000000.0,2LDK,85.57,39.07,東京,江東,50,29800.0,1149,東京メトロ有楽町線,豊洲,35.6505285,139.7965242
HARUMI FLAG SUN VILLAGE TO…,東京都中央区晴海５-5-7,都営大江戸線「勝どき」徒歩15分,2025年10月,298000000.0,2LDK,87.24,19.27,東京,中央,2,29800.0,1127,都営大江戸線,勝どき,35.6505533,139.7736279
シティタワーズ東京ベイ　イーストタワー,東京都江東区有明２,りんかい線「国際展示場」徒歩8分,2019年7月,298000000.0,2LDK,109.83,44.79,東京,江東,77,29800.0,895,りんかい線,国際展示場,35.6388488,139.7946064
